order_id,customer_id,restaurant_id,dish_ordered,order_time,delivery_time,order_status,price,quantity,delivery_address,expected_delivery_time,delivery_partner_id
4467,208,142,Paneer Tikka,05-04-2024 02:03,05-04-2024 03:43,Successful,787.75,4,"93, Chokshi Nagar
Dhule-428355",05-04-2024 02:33,170
4468,289,144,Chole Bhature,17-05-2024 04:42,17-05-2024 05:10,Successful,256.69,5,"H.No. 38, Dar Nagar, Raebareli 068924",17-05-2024 05:13,359
4469,205,236,Chole Bhature,22-01-2024 03:29,22-01-2024 05:19,Successful,711.07,5,"448, Yadav Zila
Bathinda 458295",22-01-2024 03:55,168
4470,311,37,Pav Bhaji,08-06-2024 23:29,09-06-2024 01:11,Successful,375.48,5,"46/57
Sathe Circle, Phagwara-225979",08-06-2024 23:58,439
4471,102,217,Pav Bhaji,18-07-2024 04:36,18-07-2024 05:41,Successful,693.21,1,"H.No. 192, Sankar Street
Navi Mumbai-023336",18-07-2024 05:02,495
4472,179,207,Aloo Paratha,20-02-2024 09:05,20-02-2024 09:28,Successful,846.21,4,"H.No. 265
Sha Nagar, Ahmedabad 394414",20-02-2024 09:39,157
4473,371,236,Butter Chicken,26-02-2024 02:21,26-02-2024 02:51,Successful,365.91,3,"895, Ranganathan Street
Bhalswa Jahangir Pur 070162",26-02-2024 02:48,34
4474,289,250,Aloo Paratha,21-06-2024 04:17,21-06-2024 04:38,Successful,621.18,4,"77/37
Kara Chowk
Kishanganj 084697",21-06-2024 04:45,388
4475,229,108,Chole Bhature,07-01-2024 18:00,07-01-2024 19:53,Successful,825.29,1,"63/614
Kakar Marg
Jalgaon 750073",07-01-2024 18:21,252
4476,174,60,Chole Bhature,31-05-2024 05:23,31-05-2024 06:32,Successful,637.99,3,"H.No. 58, Kashyap Street, Mathura 405960",31-05-2024 05:53,55
4477,469,97,Paneer Tikka,21-04-2024 19:05,21-04-2024 20:15,Successful,456.66,5,"H.No. 259, Sahni Nagar, Rajpur Sonarpur 608913",21-04-2024 19:40,90
4478,181,260,Paneer Tikka,14-06-2024 19:51,14-06-2024 20:14,Successful,944.17,1,"292, Bose Road
Karawal Nagar-204356",14-06-2024 20:13,245
4479,236,130,Dosa,15-06-2024 14:39,15-06-2024 15:09,Successful,655.37,2,"082, Baria Path
Proddatur 981744",15-06-2024 15:06,241
4480,34,290,Aloo Paratha,21-04-2024 00:56,21-04-2024 02:03,Successful,260.28,1,"H.No. 27
Gala Path
Bikaner-274059",21-04-2024 01:24,426
4481,234,184,Paneer Tikka,28-05-2024 07:02,28-05-2024 07:50,Successful,111.15,1,"H.No. 42, Buch Circle, Saharanpur 411769",28-05-2024 07:42,384
4482,348,46,Dal Makhani,05-08-2024 09:36,05-08-2024 10:36,Successful,128.21,2,"529
Dar Nagar
Raebareli 019005",05-08-2024 10:16,183
4483,52,10,Dal Makhani,22-06-2024 11:41,22-06-2024 12:14,Successful,853.41,2,"47/60, Lall, Karawal Nagar 041988",22-06-2024 12:07,85
4484,200,34,Dal Makhani,29-08-2024 16:24,29-08-2024 17:45,Successful,887.74,2,"H.No. 622
Sahni Zila
Surat-492821",29-08-2024 16:53,208
4485,30,47,Paneer Tikka,13-03-2024 18:18,13-03-2024 19:06,Successful,846.07,4,"41
Dora Nagar
Dewas-552793",13-03-2024 18:58,31
4486,285,101,Tandoori Chicken,23-05-2024 01:00,23-05-2024 02:19,Successful,900.09,5,"52/08
Saini Marg
Kolhapur 047256",23-05-2024 01:36,494
4487,265,277,Dosa,15-01-2024 04:53,15-01-2024 05:15,Successful,891.4,4,"276
Goswami Nagar, Haldia-881991",15-01-2024 05:18,227
4488,392,220,Chole Bhature,02-01-2024 00:57,02-01-2024 01:34,Successful,212.9,1,"H.No. 332
Biswas Path, Bhatpara 856714",02-01-2024 01:18,323
4489,468,17,Dosa,04-02-2024 15:56,04-02-2024 16:44,Successful,680.13,3,"84/480
Khurana Circle, Raiganj 216603",04-02-2024 16:21,59
4490,86,93,Tandoori Chicken,10-02-2024 08:30,10-02-2024 09:36,Successful,418.67,5,"930, Hayre Zila, Sultan Pur Majra 543063",10-02-2024 09:02,122
4491,499,48,Dal Makhani,19-03-2024 04:13,19-03-2024 04:51,Successful,662.02,4,"987, Sharaf Chowk
Sultan Pur Majra 988813",19-03-2024 04:46,15
4492,279,250,Dosa,23-06-2024 23:41,24-06-2024 00:47,Successful,465.02,2,"85/099, Goswami Road
Patiala 042444",24-06-2024 00:20,96
4493,147,76,Paneer Tikka,14-05-2024 10:37,14-05-2024 12:20,Successful,152.22,5,"H.No. 901, Kant Circle, Guna-079898",14-05-2024 11:16,57
4494,223,231,Paneer Tikka,26-06-2024 02:35,26-06-2024 03:39,Successful,298.38,3,"58, Brar Ganj
Naihati 567577",26-06-2024 02:56,207
4495,331,235,Butter Chicken,21-02-2024 05:19,21-02-2024 06:23,Successful,232.2,3,"95/67
Bansal Chowk, Pudukkottai-996062",21-02-2024 05:47,388
4496,2,266,Aloo Paratha,04-05-2024 09:27,04-05-2024 10:16,Successful,400.47,2,"57/52, Krish Road
Suryapet 757011",04-05-2024 10:07,146
4497,483,205,Tandoori Chicken,11-06-2024 22:59,12-06-2024 00:58,Successful,542.19,3,"54
Krishna Ganj, Shimla 357883",11-06-2024 23:31,334
4498,140,264,Pav Bhaji,26-02-2024 17:16,26-02-2024 18:43,Successful,287.65,5,"55/450
Kapadia Path
Bhusawal 856153",26-02-2024 17:39,331
4499,316,12,Samosa,27-07-2024 02:17,27-07-2024 03:16,Successful,622.54,4,"H.No. 97, Balakrishnan Marg, Cuttack 004299",27-07-2024 02:49,452
4500,130,10,Chole Bhature,08-09-2024 11:24,08-09-2024 12:15,Successful,346.82,1,"H.No. 622
Goel Ganj
Suryapet-690674",08-09-2024 12:02,423
4501,20,172,Tandoori Chicken,17-05-2024 08:11,17-05-2024 08:49,Successful,627.02,3,"H.No. 83
Kale Ganj
Mangalore-771870",17-05-2024 08:45,264
4502,11,41,Aloo Paratha,09-04-2024 19:17,09-04-2024 19:45,Successful,941.86,4,"98/91, Krish Nagar, Sonipat-600904",09-04-2024 19:54,396
4503,3,160,Tandoori Chicken,11-06-2024 00:22,11-06-2024 01:21,Successful,722.2,5,"81, Buch Nagar, Erode 691032",11-06-2024 00:58,264
4504,183,46,Butter Chicken,16-08-2024 23:20,16-08-2024 23:50,Cancelled,383.97,1,"55
Sami
Madanapalle-618902",17-08-2024 00:00,259
4505,355,49,Samosa,25-02-2024 13:34,25-02-2024 14:55,Successful,421.18,1,"332
Mander Ganj, Mira-Bhayandar-601099",25-02-2024 13:58,29
4506,39,211,Tandoori Chicken,19-08-2024 12:56,19-08-2024 14:25,Successful,361.27,3,"H.No. 698
Balan
Navi Mumbai-411233",19-08-2024 13:27,240
4507,369,95,Samosa,12-04-2024 06:29,12-04-2024 08:12,Successful,106.35,1,"H.No. 75
Sidhu Chowk
Burhanpur 302184",12-04-2024 06:57,11
4508,405,64,Paneer Tikka,16-01-2024 14:43,16-01-2024 16:25,Successful,996.08,4,"95/14, Dutt Road, Rohtak-125070",16-01-2024 15:16,21
4509,394,279,Aloo Paratha,13-01-2024 03:09,13-01-2024 04:20,Successful,148.23,3,"642, Ravel Road
Mira-Bhayandar-870804",13-01-2024 03:49,251
4510,28,228,Samosa,09-08-2024 07:25,09-08-2024 08:29,Cancelled,943.4,4,"H.No. 082, Thaker Nagar, Shahjahanpur 100654",09-08-2024 07:45,409
4511,175,52,Pav Bhaji,22-03-2024 05:19,22-03-2024 06:34,Successful,549.55,4,"63, Khanna, Khandwa-064389",22-03-2024 05:59,458
4512,50,84,Tandoori Chicken,19-04-2024 12:22,19-04-2024 13:16,Successful,296.68,1,"88/384
Hegde Zila
Malda-368427",19-04-2024 12:58,344
4513,450,231,Butter Chicken,06-01-2024 09:46,06-01-2024 10:35,Successful,694.69,4,"H.No. 224
Dani
Junagadh 911598",06-01-2024 10:12,134
4514,431,131,Paneer Tikka,08-02-2024 10:24,08-02-2024 11:00,Successful,322.33,1,"93
Johal Zila
Pudukkottai 797142",08-02-2024 11:01,94
4515,389,265,Dosa,21-07-2024 00:48,21-07-2024 02:22,Successful,706.25,1,"599
Khatri Nagar
Kakinada 208070",21-07-2024 01:18,47
4516,334,68,Biryani,10-02-2024 07:58,10-02-2024 08:34,Successful,463.96,4,"60/792
Kakar Circle
Aurangabad 035087",10-02-2024 08:26,163
4517,454,99,Samosa,02-03-2024 02:15,02-03-2024 03:58,Successful,796.11,4,"41, Ravi Chowk, Ranchi-232675",02-03-2024 02:38,31
4518,135,288,Tandoori Chicken,25-08-2024 16:13,25-08-2024 16:57,Successful,149.22,4,"70/436, Chada
Agra 885314",25-08-2024 16:33,308
4519,48,120,Butter Chicken,18-07-2024 14:50,18-07-2024 15:25,Successful,903.51,1,"93
Suresh Path, Mau 402923",18-07-2024 15:14,394
4520,69,143,Dosa,02-04-2024 16:13,02-04-2024 16:52,Successful,684.35,5,"454
Bhatia Ganj
Katihar 854498",02-04-2024 16:43,385
4521,284,99,Dal Makhani,28-03-2024 04:08,28-03-2024 04:48,Successful,858.79,5,"709, Devan Marg
Madurai 532615",28-03-2024 04:46,333
4522,357,97,Paneer Tikka,03-09-2024 10:18,03-09-2024 10:55,Cancelled,230.23,5,"110
Lad Zila, Pali 587774",03-09-2024 10:53,348
4523,249,248,Samosa,10-04-2024 19:49,10-04-2024 20:45,Successful,812.27,3,"H.No. 128, Magar Marg
Madurai-265974",10-04-2024 20:11,382
4524,315,152,Tandoori Chicken,12-04-2024 10:48,12-04-2024 12:38,Successful,881.62,1,"02/383, Tripathi Circle
Etawah 628759",12-04-2024 11:08,101
4525,85,182,Chole Bhature,15-07-2024 20:19,15-07-2024 21:38,Successful,254.5,3,"H.No. 17, Bath Nagar, Korba 007558",15-07-2024 20:50,53
4526,389,68,Aloo Paratha,11-05-2024 00:13,11-05-2024 00:42,Successful,777.94,1,"93, Lal Zila, Darbhanga 959234",11-05-2024 00:33,231
4527,38,231,Tandoori Chicken,28-08-2024 18:59,28-08-2024 20:50,Successful,319.13,1,"H.No. 582, Sane Street
New Delhi-611433",28-08-2024 19:27,241
4528,378,264,Chole Bhature,11-07-2024 23:39,12-07-2024 01:39,Successful,456.86,4,"573, Sarin Nagar
Tiruppur 335512",12-07-2024 00:08,123
4529,189,147,Dal Makhani,21-08-2024 04:02,21-08-2024 05:57,Successful,648,2,"H.No. 10
Loke Circle
Vijayawada-180925",21-08-2024 04:34,451
4530,178,110,Butter Chicken,15-02-2024 21:10,15-02-2024 21:31,Successful,935.96,5,"29/96, Dixit
Hospet-669914",15-02-2024 21:48,320
4531,33,111,Dal Makhani,13-05-2024 22:48,14-05-2024 00:06,Successful,221.53,2,"979, Sastry Circle
Navi Mumbai 747679",13-05-2024 23:23,56
4532,441,201,Tandoori Chicken,11-02-2024 14:14,11-02-2024 14:59,Successful,175.53,5,"911, Karpe Nagar
Pondicherry 150922",11-02-2024 14:43,63
4533,426,188,Aloo Paratha,03-04-2024 09:15,03-04-2024 10:23,Successful,947.31,2,"38/85
Dewan Chowk, Singrauli 963242",03-04-2024 09:42,124
4534,443,195,Aloo Paratha,11-05-2024 02:06,11-05-2024 02:36,Successful,957.53,4,"H.No. 59, Chatterjee Road
Motihari 957622",11-05-2024 02:46,296
4535,54,19,Biryani,28-01-2024 04:06,28-01-2024 05:46,Successful,611.03,5,"H.No. 576, Kari Chowk, Bihar Sharif 435875",28-01-2024 04:30,297
4536,391,10,Tandoori Chicken,24-06-2024 13:52,24-06-2024 15:03,Successful,516.98,5,"81, Bhalla Circle, Mumbai-087432",24-06-2024 14:29,268
4537,165,223,Biryani,04-04-2024 12:16,04-04-2024 12:41,Successful,923.1,4,"H.No. 943
Sahota Circle, Thiruvananthapuram-868340",04-04-2024 12:43,443
4538,132,33,Dal Makhani,09-02-2024 18:02,09-02-2024 19:50,Successful,701.26,4,"018, Borra
Berhampore-225243",09-02-2024 18:37,11
4539,462,208,Dosa,08-06-2024 09:56,08-06-2024 11:00,Successful,509.22,2,"78/816, Sharma Marg
Motihari 484212",08-06-2024 10:20,168
4540,142,172,Tandoori Chicken,21-05-2024 15:46,21-05-2024 16:15,Successful,708.56,5,"02/18
Ravel
Amaravati 866991",21-05-2024 16:14,64
4541,299,266,Dosa,10-04-2024 03:30,10-04-2024 04:27,Cancelled,557.51,5,"18/593
Sanghvi Street
Ahmednagar-849806",10-04-2024 03:52,118
4542,423,7,Tandoori Chicken,12-08-2024 18:31,12-08-2024 19:42,Successful,675.97,5,"26
Saraf Street, Guwahati 614800",12-08-2024 18:56,434
4543,258,21,Dal Makhani,06-02-2024 11:58,06-02-2024 13:18,Successful,193.99,3,"81/95, Khurana Nagar
Ambarnath-263984",06-02-2024 12:34,228
4544,343,158,Dal Makhani,22-07-2024 00:50,22-07-2024 01:41,Successful,577.57,5,"H.No. 74, Krishnamurthy Street
Bilaspur 073574",22-07-2024 01:22,180
4545,81,255,Dal Makhani,28-02-2024 18:57,28-02-2024 20:04,Successful,883.9,1,"99/28, Kanda Marg
Tadepalligudem-683021",28-02-2024 19:19,152
4546,422,177,Dosa,19-08-2024 21:29,19-08-2024 22:01,Successful,108.95,3,"H.No. 61
Dani Marg
Kirari Suleman Nagar-738373",19-08-2024 21:54,404
4547,202,154,Dosa,29-05-2024 22:18,29-05-2024 23:58,Successful,267.99,4,"98/44
Sethi Chowk, Karawal Nagar-177453",29-05-2024 22:58,151
4548,498,67,Samosa,06-08-2024 11:18,06-08-2024 12:29,Successful,849.33,2,"H.No. 848
Contractor Chowk
Vijayanagaram 133921",06-08-2024 11:55,71
4549,231,137,Aloo Paratha,17-04-2024 05:30,17-04-2024 06:39,Cancelled,981.93,3,"47, Swaminathan Circle, Jehanabad-554100",17-04-2024 06:07,158
4550,73,117,Biryani,24-07-2024 03:21,24-07-2024 04:33,Successful,881.48,3,"25
Sur Zila, Eluru-684348",24-07-2024 03:51,158
4551,97,18,Aloo Paratha,13-09-2024 13:58,13-09-2024 14:18,Successful,571.99,3,"24/96
Goel Ganj
Morbi-423488",13-09-2024 14:24,168
4552,327,208,Dosa,04-06-2024 08:04,04-06-2024 09:21,Successful,493.91,2,"14, Gour Road
Ghaziabad 607485",04-06-2024 08:41,245
4553,263,223,Biryani,02-07-2024 07:29,02-07-2024 08:48,Successful,379.99,4,"17/276, Sodhi Road
Gandhidham-879967",02-07-2024 07:52,256
4554,257,189,Samosa,28-05-2024 13:18,28-05-2024 14:42,Successful,338.83,2,"781, Goda Path
Junagadh-737497",28-05-2024 13:48,481
4555,394,266,Dosa,14-07-2024 10:44,14-07-2024 11:16,Successful,780.47,3,"H.No. 408, Chaudhari Zila, Chittoor-933269",14-07-2024 11:21,279
4556,229,231,Dal Makhani,24-06-2024 15:37,24-06-2024 16:02,Successful,488.92,3,"H.No. 250, Kulkarni
Patiala 162894",24-06-2024 16:09,105
4557,127,126,Butter Chicken,20-07-2024 08:14,20-07-2024 09:41,Successful,358.91,5,"17/599, Karpe Marg
Shahjahanpur 419403",20-07-2024 08:53,282
4558,41,29,Paneer Tikka,10-05-2024 17:01,10-05-2024 17:37,Successful,925.54,2,"42/97
Banerjee Ganj
Miryalaguda-113313",10-05-2024 17:26,468
4559,141,112,Tandoori Chicken,02-03-2024 16:25,02-03-2024 17:32,Successful,473.59,5,"231, Maharaj Street, Solapur 381505",02-03-2024 17:03,337
4560,337,113,Paneer Tikka,28-08-2024 09:34,28-08-2024 11:20,Successful,551.22,5,"H.No. 806
Chandra, Jalna 326536",28-08-2024 10:00,212
4561,186,186,Tandoori Chicken,21-07-2024 02:41,21-07-2024 04:35,Successful,339.29,1,"41, Yohannan Nagar, Ambala 250086",21-07-2024 03:06,288
4562,332,60,Pav Bhaji,01-04-2024 14:41,01-04-2024 16:14,Successful,959.02,4,"04/959
Ganguly Path, Dharmavaram 583503",01-04-2024 15:18,438
4563,352,65,Tandoori Chicken,18-02-2024 14:10,18-02-2024 16:05,Successful,946.23,2,"H.No. 756, Solanki Ganj, Avadi 551944",18-02-2024 14:37,294
4564,127,225,Butter Chicken,27-06-2024 00:05,27-06-2024 00:57,Successful,755.65,5,"H.No. 713
Anne Nagar, Coimbatore 708612",27-06-2024 00:27,199
4565,77,178,Aloo Paratha,06-04-2024 07:45,06-04-2024 08:09,Successful,107.98,4,"34/11, Yogi Circle, Kulti 185628",06-04-2024 08:15,9
4566,95,59,Samosa,17-06-2024 16:05,17-06-2024 17:01,Successful,818.12,2,"H.No. 39, Sarraf
Ulhasnagar 633158",17-06-2024 16:42,311
4567,183,253,Paneer Tikka,03-03-2024 19:04,03-03-2024 19:40,Successful,453.72,1,"H.No. 58
Lata
Kishanganj 646954",03-03-2024 19:30,169
4568,425,20,Samosa,27-04-2024 05:33,27-04-2024 07:25,Successful,558.88,4,"H.No. 61, Hans Chowk
Bardhaman-897059",27-04-2024 06:08,367
4569,455,32,Butter Chicken,23-02-2024 06:23,23-02-2024 06:59,Successful,250.28,3,"H.No. 88
Borde Zila
New Delhi 925240",23-02-2024 06:48,181
4570,433,248,Butter Chicken,26-03-2024 10:20,26-03-2024 11:47,Cancelled,156.63,2,"04/19, Keer
Ludhiana-186707",26-03-2024 10:43,463
4571,472,240,Tandoori Chicken,27-06-2024 01:19,27-06-2024 02:19,Successful,452.1,1,"H.No. 277
Hayre Marg
Tenali 540384",27-06-2024 01:53,79
4572,144,95,Pav Bhaji,31-08-2024 05:50,31-08-2024 06:52,Successful,137.99,4,"H.No. 54
Srinivasan Marg
Alwar 922857",31-08-2024 06:10,46
4573,449,141,Pav Bhaji,06-03-2024 13:41,06-03-2024 14:41,Successful,461.45,4,"46/156, Chandra Circle
Machilipatnam-330619",06-03-2024 14:20,65
4574,127,28,Butter Chicken,21-01-2024 06:24,21-01-2024 06:44,Successful,687.06,3,"42/808, Raju Nagar
Aurangabad 413702",21-01-2024 06:49,187
4575,462,155,Butter Chicken,04-08-2024 10:55,04-08-2024 11:20,Successful,468.78,2,"803
Chana Zila, Nagpur-402486",04-08-2024 11:29,176
4576,61,208,Aloo Paratha,06-06-2024 19:07,06-06-2024 19:41,Successful,816.8,4,"H.No. 41
Bail Zila
Bikaner 093616",06-06-2024 19:31,149
4577,76,25,Dosa,26-05-2024 22:03,26-05-2024 23:12,Cancelled,911.69,5,"51/855, Subramaniam Road, Eluru-890682",26-05-2024 22:37,128
4578,56,40,Samosa,19-03-2024 00:31,19-03-2024 01:05,Successful,731.45,4,"04/85, Deshpande, Muzaffarpur-294761",19-03-2024 01:00,184
4579,407,214,Samosa,15-06-2024 09:41,15-06-2024 11:03,Successful,126.55,5,"53
Keer Circle, Berhampore-396909",15-06-2024 10:15,456
4580,134,159,Aloo Paratha,02-07-2024 19:42,02-07-2024 20:06,Successful,535.8,5,"425, Chatterjee Path
Kolhapur-866723",02-07-2024 20:18,24
4581,374,31,Pav Bhaji,21-04-2024 13:17,21-04-2024 14:04,Successful,607.18,4,"H.No. 65, Sidhu Ganj, Motihari-428765",21-04-2024 13:39,351
4582,56,5,Tandoori Chicken,28-06-2024 18:33,28-06-2024 19:22,Successful,732.28,5,"62/17, Bhatia Zila
Chandrapur-747344",28-06-2024 19:04,170
4583,269,238,Butter Chicken,23-06-2024 23:14,24-06-2024 00:14,Successful,139.77,1,"384, Uppal Nagar
Bhagalpur 271049",23-06-2024 23:46,303
4584,126,230,Biryani,25-04-2024 01:42,25-04-2024 03:17,Successful,283.42,1,"H.No. 92, Dube Circle, Ranchi-762749",25-04-2024 02:05,17
4585,411,204,Dosa,04-03-2024 12:16,04-03-2024 14:10,Successful,705.86,2,"79, Sarma Chowk, Raipur 885273",04-03-2024 12:38,60
4586,50,221,Tandoori Chicken,06-06-2024 12:22,06-06-2024 14:09,Successful,948.55,3,"70
Subramanian Zila
North Dumdum-051096",06-06-2024 12:51,299
4587,412,210,Paneer Tikka,19-07-2024 11:07,19-07-2024 11:41,Successful,682.16,2,"095
Sahni Marg, Kirari Suleman Nagar-081580",19-07-2024 11:29,129
4588,358,261,Tandoori Chicken,23-06-2024 04:23,23-06-2024 05:51,Successful,325.33,5,"H.No. 299, Tailor, Kolhapur-089940",23-06-2024 04:54,56
4589,47,27,Aloo Paratha,30-08-2024 01:47,30-08-2024 02:35,Successful,159.83,5,"H.No. 197
Raju Marg, Jamalpur 872570",30-08-2024 02:15,41
4590,246,193,Butter Chicken,16-02-2024 13:04,16-02-2024 14:36,Successful,850.9,2,"574
Kade Chowk, Bulandshahr 556806",16-02-2024 13:42,412
4591,260,170,Paneer Tikka,09-04-2024 08:12,09-04-2024 09:01,Cancelled,573.5,3,"H.No. 867
Balan Zila
Raipur 838899",09-04-2024 08:44,203
4592,269,258,Chole Bhature,21-03-2024 21:43,21-03-2024 22:10,Cancelled,870.68,3,"H.No. 156
Ganesh Road, Mehsana 536962",21-03-2024 22:17,204
4593,237,161,Dal Makhani,17-07-2024 08:27,17-07-2024 09:41,Successful,811.51,4,"91/48
Kaur Marg
Aurangabad 984757",17-07-2024 08:54,108
4594,154,29,Dosa,29-07-2024 01:33,29-07-2024 02:01,Successful,545.25,5,"99/696
Ravel Marg, Gudivada-983899",29-07-2024 01:54,388
4595,143,284,Samosa,12-04-2024 07:55,12-04-2024 09:36,Successful,266.56,5,"77
Iyengar Chowk, South Dumdum 324266",12-04-2024 08:24,77
4596,103,283,Aloo Paratha,20-04-2024 20:11,20-04-2024 20:40,Successful,554.11,1,"99/18
Raju Chowk
Mehsana 090561",20-04-2024 20:39,127
4597,113,269,Samosa,26-04-2024 13:42,26-04-2024 14:51,Successful,523.25,2,"04
Sandhu Chowk
Ahmednagar 896355",26-04-2024 14:07,253
4598,183,70,Tandoori Chicken,27-08-2024 19:16,27-08-2024 21:03,Successful,436.05,5,"H.No. 753
Vora
Udaipur-898814",27-08-2024 19:49,154
4599,324,254,Paneer Tikka,16-07-2024 15:04,16-07-2024 15:58,Successful,182.37,1,"417, Chand Path, Purnia-016124",16-07-2024 15:32,276
4600,143,198,Tandoori Chicken,14-06-2024 04:40,14-06-2024 05:18,Successful,717.56,2,"737, Jha Zila, Tadipatri 951086",14-06-2024 05:04,457
4601,472,66,Butter Chicken,30-08-2024 23:22,31-08-2024 01:14,Successful,825.03,5,"81, Wadhwa Zila, Malegaon-808428",30-08-2024 23:46,155
4602,347,287,Pav Bhaji,11-03-2024 16:14,11-03-2024 16:47,Successful,101.42,1,"58/73, Golla Chowk
Hospet-149830",11-03-2024 16:52,289
4603,144,261,Pav Bhaji,21-02-2024 16:34,21-02-2024 17:56,Successful,782.71,5,"02
Sood Path
Gudivada 880285",21-02-2024 17:14,124
4604,251,108,Paneer Tikka,26-08-2024 21:55,26-08-2024 22:43,Successful,274.63,3,"H.No. 51, Banerjee Chowk, Jamalpur-991508",26-08-2024 22:35,204
4605,327,135,Chole Bhature,06-06-2024 01:24,06-06-2024 02:31,Successful,809.8,3,"03/945
Kar Marg
Miryalaguda 765115",06-06-2024 02:02,198
4606,410,253,Chole Bhature,10-06-2024 00:26,10-06-2024 02:02,Successful,945.74,5,"27/61
Sen Ganj
Bhubaneswar 984638",10-06-2024 01:03,215
4607,391,280,Aloo Paratha,29-08-2024 02:12,29-08-2024 04:09,Successful,290.54,5,"82/43
Soman Nagar, Bihar Sharif 396556",29-08-2024 02:48,139
4608,222,237,Biryani,13-01-2024 03:06,13-01-2024 04:47,Successful,105.88,4,"H.No. 718, Mander Street
Kirari Suleman Nagar 788314",13-01-2024 03:46,169
4609,187,138,Chole Bhature,19-01-2024 04:47,19-01-2024 05:23,Successful,305.53,1,"330, Mand Zila, Parbhani 425350",19-01-2024 05:10,81
4610,271,253,Dal Makhani,10-07-2024 14:21,10-07-2024 16:11,Successful,965.57,1,"06, Atwal Marg
Kulti-379750",10-07-2024 14:55,393
4611,245,91,Pav Bhaji,11-07-2024 15:45,11-07-2024 17:25,Successful,462.98,4,"77/57, Sastry Ganj, Siwan-661040",11-07-2024 16:15,74
4612,230,224,Pav Bhaji,18-01-2024 05:39,18-01-2024 06:11,Successful,826.45,4,"61/890, Chaudry Street
Giridih 199536",18-01-2024 06:17,235
4613,54,5,Dal Makhani,25-02-2024 16:18,25-02-2024 16:44,Cancelled,967.09,2,"H.No. 12, Walia Chowk
Faridabad 337979",25-02-2024 16:40,278
4614,172,231,Samosa,29-05-2024 04:31,29-05-2024 06:03,Successful,865.31,5,"H.No. 59
Viswanathan Circle
Tirupati-110769",29-05-2024 05:01,256
4615,475,169,Chole Bhature,02-02-2024 21:27,02-02-2024 23:26,Successful,972.79,2,"H.No. 26
Bandi Ganj, Thiruvananthapuram-592254",02-02-2024 21:48,89
4616,307,279,Samosa,12-04-2024 08:02,12-04-2024 09:32,Successful,164.92,2,"H.No. 331
Seshadri Chowk, Orai 417330",12-04-2024 08:24,349
4617,500,113,Pav Bhaji,28-04-2024 11:52,28-04-2024 13:48,Successful,573.73,3,"58/496
Sunder Path
Sambhal-997022",28-04-2024 12:13,277
4618,452,45,Samosa,14-05-2024 13:01,14-05-2024 13:31,Successful,444.79,1,"H.No. 069
Brar Zila, Bongaigaon 067540",14-05-2024 13:35,441
4619,23,275,Biryani,13-01-2024 10:57,13-01-2024 11:33,Successful,928.88,1,"662
Zachariah Path
Rajahmundry-617389",13-01-2024 11:36,16
4620,389,259,Dosa,08-02-2024 13:50,08-02-2024 15:49,Successful,330.66,5,"H.No. 121
Chaudhuri Road
Junagadh 272829",08-02-2024 14:27,328
4621,303,28,Biryani,22-04-2024 22:54,22-04-2024 23:18,Successful,446.11,2,"50/557, Sinha Ganj, Shivpuri-214689",22-04-2024 23:20,144
4622,112,20,Pav Bhaji,15-07-2024 12:57,15-07-2024 14:09,Successful,805.19,1,"H.No. 63, Sandal Zila
Bhubaneswar 185471",15-07-2024 13:17,346
4623,227,216,Pav Bhaji,10-05-2024 20:39,10-05-2024 21:36,Successful,838.75,4,"77
Gupta Chowk, Mango 195108",10-05-2024 21:12,298
4624,297,93,Paneer Tikka,07-09-2024 10:24,07-09-2024 11:53,Successful,523.08,2,"22, Kumer Circle
Dibrugarh-559310",07-09-2024 10:54,361
4625,139,78,Paneer Tikka,25-06-2024 15:11,25-06-2024 15:49,Successful,353.47,5,"98/079
Kala Zila
Bettiah-704540",25-06-2024 15:47,227
4626,255,135,Butter Chicken,12-04-2024 08:50,12-04-2024 10:23,Successful,596.32,1,"H.No. 45
Kunda Circle
Bellary 828589",12-04-2024 09:17,352
4627,467,184,Aloo Paratha,30-04-2024 20:24,30-04-2024 22:03,Successful,925.01,3,"63/34
Butala Nagar
Thrissur-773311",30-04-2024 20:57,240
4628,201,278,Butter Chicken,29-02-2024 02:54,29-02-2024 03:29,Successful,160.19,3,"80/48, Char Circle, Khora  992317",29-02-2024 03:19,403
4629,195,89,Paneer Tikka,18-01-2024 06:10,18-01-2024 06:47,Successful,219.71,5,"29/65
Khanna Circle
Khandwa-398512",18-01-2024 06:43,281
4630,364,167,Chole Bhature,20-02-2024 23:49,21-02-2024 01:03,Successful,631.08,5,"86/005
Kala Chowk, Madurai-519157",21-02-2024 00:20,239
4631,372,83,Butter Chicken,23-07-2024 19:13,23-07-2024 21:12,Successful,267.57,1,"314, Cherian Nagar, Ranchi 428362",23-07-2024 19:41,178
4632,361,163,Aloo Paratha,12-09-2024 22:57,13-09-2024 00:05,Successful,853.53,2,"873
Arya Path
Nashik 205750",12-09-2024 23:25,94
4633,347,272,Chole Bhature,02-09-2024 09:19,02-09-2024 09:56,Successful,601.52,1,"H.No. 97, De Chowk
Bhalswa Jahangir Pur-696435",02-09-2024 09:54,222
4634,308,1,Aloo Paratha,19-07-2024 04:27,19-07-2024 05:56,Successful,875.21,5,"36, Chand Path
Bhiwani 713996",19-07-2024 04:58,499
